model_name,training_strategy,dataset_split,auc,average_precision,precision,recall,f1,logloss,positive_prediction_ratio
logistic_regression,class_weight,test,0.8310238535536648,0.00943787259630893,0.01219032638615808,0.10064935064935066,0.021746755524377413,0.13334338239802973,0.015415017366899236
xgboost,class_weight,test,0.7508296216539971,0.006671123862039464,0.011073911923770281,0.1396103896103896,0.02052016225244572,0.13063012926614456,0.023537755578320774
random_forest,class_weight,test,0.7149289928374685,0.004692550418998076,0.0,0.0,0.0,0.13639539136183343,0.0
lightgbm,class_weight,test,0.5569112449213839,0.002109361208502799,0.002133120401528546,0.9107142857142857,0.004256271551642382,27.478673928664495,0.7971043044450775
logistic_regression,class_weight,validation,0.8564136063018969,0.004978369310081854,0.00447012155725512,0.6715575620767494,0.008881127231476505,0.4193601768799126,0.1199011648174855
xgboost,class_weight,validation,0.8496019489676478,0.01035367416194697,0.009296863531829526,0.4288939051918736,0.018199233716475097,0.13012519603948888,0.03681907810879977
random_forest,class_weight,validation,0.8488006530218066,0.00772558193622709,0.011256544502617802,0.04853273137697517,0.01827454313642159,0.13589276256270721,0.003441035337271007
lightgbm,class_weight,validation,0.7145328426722477,0.0015744570293069198,0.0018036785549475905,0.7720090293453724,0.0035989487281346765,11.783813298386741,0.3416038287373292
