model_name,training_strategy,dataset_split,auc,average_precision,precision,recall,f1,logloss,positive_prediction_ratio
lightgbm,undersampled,test,0.8637107120792921,0.01788727153723519,0.0030586776299677456,0.952922077922078,0.006097782671701406,1.4449707203980158,0.5816638277494559
xgboost,undersampled,test,0.8545637832297241,0.014895939305996038,0.0030774810524238495,0.9366883116883117,0.006134806253887415,1.1421590122998495,0.5682613097006104
random_forest,undersampled,test,0.8501828003058942,0.010736221813284916,0.003640839933305544,0.9074675324675324,0.007252581867247911,0.741439992342412,0.4653480350853797
logistic_regression,undersampled,test,0.8351315501853197,0.009767044272660749,0.013912075681691708,0.20292207792207792,0.026038954275596292,0.1596442503585301,0.027232389115530796
lightgbm,undersampled,validation,0.8928691959929997,0.016501657990691386,0.002171896257468429,0.9063205417607223,0.004333407985235113,0.8747704338493609,0.3330444785345153
xgboost,undersampled,validation,0.8928658336303361,0.012872567430037793,0.0021333656810288678,0.9130925507900677,0.004256785732138206,0.791246425329077,0.3415930192022383
random_forest,undersampled,validation,0.8851788880214388,0.01299285006985864,0.0019669716790673194,0.8984198645598194,0.003925349324036108,0.6629539665134109,0.36453625743268137
logistic_regression,undersampled,validation,0.8318291796241087,0.003327461253415878,0.0020753516646638864,0.8284424379232506,0.004140331282910416,0.6744006990775815,0.3185885269396134
