model_name,training_strategy,dataset_split,auc,average_precision,precision,recall,f1,logloss,positive_prediction_ratio
xgboost,baseline,test,0.867193953267386,0.02672247549237305,0.0,0.0,0.0,0.01186282633005533,3.030872466948336e-06
random_forest,baseline,test,0.8313330089951831,0.02577715058125911,0.0,0.0,0.0,0.012934832344079963,0.0
lightgbm,baseline,test,0.6742575231504759,0.01320909847098507,0.019821605550049554,0.06493506493506493,0.030372057706909643,0.18013324761313085,0.006116300638301741
logistic_regression,baseline,test,0.6085874006824096,0.0065223717206167675,0.0,0.0,0.0,0.01666874755522605,0.00029399462929398856
xgboost,baseline,validation,0.8886653681132858,0.019121156214662444,0.0,0.0,0.0,0.00535324756206948,0.0
random_forest,baseline,validation,0.8581638999833403,0.020017776002393555,0.0,0.0,0.0,0.0062861626696901355,0.0
lightgbm,baseline,validation,0.6955777742262147,0.006016882323270429,0.0024096385542168677,0.012415349887133182,0.004035956705191708,0.09379633221945255,0.004112127307497944
logistic_regression,baseline,validation,0.6903690135279719,0.004122227220906847,0.018018018018018018,0.002257336343115124,0.004012036108324975,0.00783346471498558,9.998819959085909e-05
